ID,flock_number,birth_year,palpation_before,body_development,CUT_before,DIB_placement,DIB_extraction,reproduction_type,reproduction_execution,palpation_after,CUT_after,reproduction_released,brood_sex,DIB_placement_count,DIB_extraction_count,success_insemination_count,fail_insemination_count,success_natural_count,fail_natural_count,pregnant_after_insemination_count,empty_after_insemination_count,pregnant_after_natural_count,empty_after_natural_count
1718,9112,2009,Vacia,3,NULL,NULL,NULL,Natural,15/06/2017,Vacia,NULL,NULL,NULL,0,0,0,0,1,0,0,0,1,0
1719,9119,2009,Vacia,2,NULL,16/04/2017,23/04/2017,Inseminacion,25/04/2017,Preñada,NULL,23/01/2018,H,2,2,1,1,0,0,1,1,0,0
1720,9143,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,15/06/2017,Preñada,NULL,NULL,NULL,1,1,1,0,0,0,1,0,0,0
1721,9210,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,16/06/2017,Preñada,NULL,13/03/2018,M,1,1,1,0,1,0,1,0,1,0
1722,9213,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,03/07/2017,Preñada,NULL,30/03/2018,M,0,0,0,0,2,0,0,0,2,0
1723,9225,2009,Vacia,2,NULL,16/04/2017,23/04/2017,Inseminacion,25/04/2017,Preñada,NULL,NULL,NULL,0,0,0,0,1,0,0,0,1,0
1724,9249,2009,Vacia,3,NULL,NULL,NULL,Natural,15/06/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1725,9338,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,23/06/2017,Preñada,NULL,20/03/2018,H,0,0,0,0,1,0,0,0,1,0
1726,9342,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,28/06/2017,Preñada,NULL,25/03/2018,H,1,1,1,1,1,0,1,1,1,0
1727,9367,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,31/05/2017,Preñada,NULL,25/02/2018,H,0,0,0,0,1,0,0,0,1,0
1728,9368,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,22/05/2017,Preñada,NULL,16/02/2018,H,1,1,1,0,1,0,1,0,1,0
1729,9400,2009,Vacia,3,NULL,NULL,NULL,Natural,15/06/2017,Vacia,NULL,NULL,NULL,1,0,1,0,1,0,1,0,1,0
1730,9850,2011,Vacia,3,NULL,NULL,NULL,Natural,15/06/2017,Vacia,NULL,NULL,NULL,1,1,0,1,0,0,1,0,0,0
1731,182,2010,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,4,4,0,4,0,0,2,2,0,0
1732,2116,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,0,0,0,0,0,2,0,0,1,1
1733,2409,2012,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,1,0,0,1,0
1734,3002,2013,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,0,1,0,1,1,0,0,1
1735,5049,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1736,5079,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1737,6123,2006,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,2,2,0,0,2,2,0,0,2
1738,6888,2006,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,CUT,NULL,NULL,0,0,0,0,0,1,0,0,1,0
1739,7034,2007,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,CUT,NULL,NULL,1,1,1,0,1,2,1,0,1,2
1740,7463,2007,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,CUT,NULL,NULL,1,1,1,0,0,3,1,0,1,1
1741,8209,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,2,2,1,0,1,2,1,0,1
1743,8256,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,0,0,0,0,2,2,0,0,2,2
1744,8452,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,CUT,NULL,NULL,2,2,0,2,0,2,2,0,0,2
1745,8519,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,CUT,NULL,NULL,1,1,0,1,0,1,1,0,0,1
1746,164,2010,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,0,2,1,0,1,1
1747,311,2010,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,0,1,0,2,1,0,1,1
1749,2200,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1750,2326,2012,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/12/2017,Preñada,NULL,NULL,NULL,1,1,0,1,0,0,1,0,0,0
1751,5018,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1752,5047,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1753,5096,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1754,8542,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Natural,08/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,2,0,0,1,1
1755,9334,2009,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,2,0,0,1,1
1756,292,2010,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/12/2017,Preñada,NULL,04/09/2018,NULL,0,0,0,0,0,0,0,0,0,0
1757,4106,2014,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,0,0,1,0,0,0
1758,129,2010,Sin Tacto,NULL,NULL,NULL,NULL,Natural,26/12/2017,Preñada,NULL,22/09/2018,NULL,0,0,0,0,1,0,0,0,1,0
1759,2233,2012,Sin Tacto,NULL,NULL,NULL,NULL,Natural,16/01/2018,Preñada,NULL,13/10/2018,NULL,2,2,2,0,0,2,2,0,0,2
1760,3064,2013,Vacia,2.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,27/07/2018,NULL,0,0,0,0,1,0,0,0,1,0
1761,8124,2008,Sin Tacto,NULL,NULL,NULL,NULL,Natural,10/01/2018,Preñada,NULL,07/10/2018,NULL,1,1,1,0,1,1,1,0,1,1
1762,3030,2013,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,17/07/2018,NULL,0,0,0,0,2,1,0,0,1,2
1763,9292,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,24/12/2017,Preñada,NULL,20/09/2018,NULL,0,0,0,0,0,0,0,0,0,0
1764,162,2010,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/01/2018,Preñada,NULL,05/10/2018,NULL,1,1,1,0,0,0,1,0,0,0
1765,203,2010,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,2,1,1,0,0,2,1,0,1,1
1766,2164,2012,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,13/07/2018,NULL,0,0,0,0,2,1,0,0,1,2
1767,2297,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1768,3006,2013,Vacia,2.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,16/07/2018,NULL,1,1,0,1,1,0,0,1,1,0
1769,3145,2013,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,20/07/2018,NULL,0,0,0,0,0,2,0,0,1,1
1770,5020,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,05/11/2017,Preñada,NULL,02/08/2018,NULL,0,0,0,0,0,0,0,0,0,0
1771,8276,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,1,1,0,0,1
1772,8379,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,0,0,0,0,1,1,0,0,1,1
1773,8566,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,1,0,0,2,0,0,0
1774,8582,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,13/07/2018,NULL,1,1,1,0,2,1,1,0,1,2
1775,192,2010,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,09/08/2018,NULL,2,2,1,0,2,2,1,0,2,2
1776,218,2010,Sin Tacto,NULL,NULL,NULL,NULL,Natural,03/11/2017,Preñada,NULL,31/07/2018,NULL,2,2,1,1,0,1,2,0,0,1
1777,249,2010,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,21/07/2018,NULL,1,1,1,0,2,1,1,0,1,2
1778,264,2010,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,23/07/2018,NULL,1,1,0,1,1,1,1,0,1,1
1779,296,2010,Vacia,1,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,3,1,0,0,3
1780,333,2011,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,17/08/2018,NULL,2,2,1,1,0,0,1,1,0,0
1781,1006,2011,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,25/07/2018,NULL,1,1,1,0,1,1,1,0,1,1
1782,1035,2011,Sin Tacto,NULL,NULL,04/10/2017,NULL,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,2,2,2,0,0,1,2,0,0,1
1783,1044,2011,Sin Tacto,NULL,NULL,NULL,NULL,Natural,08/01/2018,Preñada,NULL,05/10/2018,NULL,1,1,1,0,0,0,1,0,0,0
1784,2085,2012,Sin Tacto,NULL,NULL,NULL,NULL,Natural,07/01/2018,Preñada,NULL,04/10/2018,NULL,1,1,1,0,0,2,1,0,0,2
1785,2103,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,2,2,2,0,0,1,2,0,0,1
1786,2110,2012,Vacia,2.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,26/07/2018,NULL,1,1,1,0,1,1,1,0,1,1
1787,2119,2012,Sin Tacto,NULL,NULL,NULL,NULL,Natural,07/12/2017,Preñada,NULL,03/09/2018,NULL,2,1,1,0,0,2,1,0,0,2
1788,2372,2012,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,19/07/2018,NULL,2,2,1,1,1,1,1,1,1,1
1789,2375,2012,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,15/07/2018,NULL,2,2,1,1,0,1,1,1,0,1
1790,2385,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,2,2,0,0,1,2,0,0,1
1791,3040,2013,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1792,3042,2013,Vacia,2.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,01/08/2018,NULL,1,1,0,1,1,0,0,1,1,0
1793,3068,2013,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,22/07/2018,NULL,1,1,1,0,0,1,1,0,0,1
1794,3076,2013,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,03/08/2018,NULL,0,0,0,0,2,1,0,0,1,2
1795,3101,2013,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,15/07/2018,NULL,1,1,1,0,0,1,1,0,0,1
1796,4013,2014,Vacia,2.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,0,1,0,1,0,1,0,1
1797,5006,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,16/12/2017,Preñada,NULL,12/09/2018,NULL,0,0,0,0,0,0,0,0,0,0
1798,5115,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,22/12/2017,Preñada,NULL,18/09/2018,NULL,0,0,0,0,0,0,0,0,0,0
1799,5134,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,15/12/2017,Preñada,NULL,11/09/2018,NULL,0,0,0,0,0,0,0,0,0,0
1800,7037,2007,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,1,1,0,0,1
1801,8410,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,26/07/2018,NULL,0,0,0,0,1,1,0,0,1,1
1802,9138,2009,Preñada,2,NULL,NULL,NULL,Natural,21/12/2017,Preñada,NULL,17/09/2018,NULL,2,2,1,1,1,0,1,1,1,0
1803,9142,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,20/01/2018,Preñada,NULL,17/10/2018,NULL,0,0,0,0,0,0,0,0,0,0
1804,9159,2009,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,25/08/2018,NULL,1,1,1,0,1,1,1,0,1,1
1805,9289,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,11/01/2018,Preñada,NULL,08/10/2018,NULL,1,1,1,0,0,0,1,0,0,0
1806,1,2010,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,14/08/2018,NULL,1,1,1,0,1,1,1,0,1,1
1807,136,2010,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,No Paso,NULL,20/07/2018,NULL,1,1,1,0,1,1,1,0,1,1
1808,153,2010,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,2,1,0,1,1
1809,200,2010,Preñada,1.5,NULL,NULL,NULL,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,0,0,0,0,2,0,0,0,2,0
1810,204,2010,Sin Tacto,NULL,NULL,04/10/2017,NULL,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,0,1,1,0,0,1
1811,234,2010,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,2,2,2,0,0,1,2,0,0,1
1812,244,2010,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,17/07/2018,NULL,1,1,1,0,1,1,1,0,1,1
1813,1011,2011,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,3,3,1,2,0,1,2,1,0,1
1814,1015,2011,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,28/08/2018,NULL,2,2,0,2,1,1,1,1,1,1
1815,1061,2011,Sin Tacto,NULL,NULL,NULL,NULL,Natural,21/12/2017,Preñada,NULL,17/09/2018,NULL,1,1,0,0,1,0,0,0,1,0
1816,2074,2012,Vacia,2.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,27/07/2018,NULL,1,1,1,0,2,1,1,0,1,2
1817,2102,2012,Sin Tacto,NULL,NULL,NULL,NULL,Natural,19/01/2018,Preñada,NULL,16/10/2018,NULL,0,0,0,0,1,0,0,0,1,0
1818,2203,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,3,3,2,1,0,1,2,1,0,1
1819,2302,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,2,1,1,0,2,2,0,0,2
1820,2360,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,2,2,0,0,2,2,0,0,2
1821,3043,2013,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,0,0,0,0,0,2,0,0,1,1
1822,3044,2013,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,22/07/2018,NULL,0,0,0,0,1,1,0,0,1,1
1823,3054,2013,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,19/07/2018,NULL,0,0,0,0,1,1,0,0,1,1
1824,3055,2013,Vacia,2.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,19/07/2018,NULL,0,0,0,0,1,1,0,0,1,1
1825,3398,2013,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,15/08/2018,NULL,0,0,1,0,0,1,1,0,0,1
1826,4049,2014,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1827,5035,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,20/12/2017,Preñada,NULL,16/09/2018,NULL,0,0,0,0,0,0,0,0,0,0
1828,5051,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,05/01/2018,Preñada,NULL,02/10/2018,NULL,0,0,0,0,0,0,0,0,0,0
1829,5081,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,05/01/2018,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1830,9071,2009,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,14/07/2018,NULL,1,1,0,1,1,1,1,0,1,1
1831,9593,2006,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1832,8381,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,13/07/2018,NULL,0,0,0,0,2,1,0,0,1,2
1833,8118,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,0,0,0,0,2,1,0,0,1,2
1834,8132,2008,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,3,2,1,1,0,1,1,1,0,1
1835,8170,2008,Vacia,1,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,0,1,1,0,0,1
1836,8370,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,0,1,0,0,0
1837,8429,2008,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,17/08/2018,NULL,2,2,1,1,0,0,1,1,0,0
1838,8543,2008,Sin Tacto,NULL,NULL,NULL,NULL,Natural,16/12/2017,Preñada,NULL,12/09/2018,NULL,1,1,1,0,0,0,1,0,0,0
1839,7147,2007,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,14/08/2018,NULL,0,0,0,0,0,1,0,0,0,1
1840,7999,2007,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,14/07/2018,NULL,0,0,0,0,1,1,0,0,1,1
1841,8063,2008,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,0,1,1,1,1,0,1,1
1842,8107,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,18/07/2018,NULL,1,1,1,0,0,1,1,0,0,1
1843,8387,2008,Vacia,1,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,10/08/2018,NULL,0,0,0,0,1,1,0,0,1,1
1844,912,2011,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,1,1,0,1,1,1,0,1,1
1845,2369,2012,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,2,1,1,0,1,1,1,0,1
1846,3031,2013,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1847,4023,2014,Sin Tacto,NULL,NULL,04/10/2017,NULL,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1848,5127,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,16/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1849,7086,2007,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,0,1,1,0,0,1
1850,8369,2008,Vacia,1,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,07/08/2018,NULL,1,1,1,0,0,2,1,0,1,1
1851,126,2010,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,No Paso,NULL,NULL,NULL,0,0,0,0,1,1,0,0,1,1
1852,5022,2015,Sin Tacto,NULL,NULL,NULL,NULL,Natural,16/12/2017,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1853,8147,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,24/07/2018,NULL,0,0,0,0,2,1,0,0,2,1
1854,8151,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,04/08/2018,NULL,1,1,0,1,0,1,1,0,0,1
1855,8172,2008,Vacia,1,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,27/07/2018,NULL,2,2,1,1,0,1,1,1,0,1
1856,8377,2008,Vacia,1,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,20/07/2018,NULL,0,0,0,0,1,1,0,0,1,1
1857,8389,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,21/07/2018,NULL,2,1,2,0,0,2,2,0,0,2
1858,8397,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,16/07/2018,NULL,0,0,0,0,1,1,0,0,1,1
1859,8579,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1860,8596,2008,Vacia,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,1,0,0,1,1,0,0,1
1861,8625,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,30/07/2018,NULL,1,1,1,0,1,1,1,0,1,1
1862,83890,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1863,273,2010,Vacia,2.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,1,1,0,1,1,0,0,1,1,0
1864,9294,2009,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,2,2,0,0,1,2,0,0,1
1865,8043,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,1,1,1,0,1,1
1866,48,2010,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Vacia,NULL,NULL,NULL,2,2,1,1,0,1,2,0,0,1
1867,2174,2012,Sin Tacto,NULL,NULL,NULL,NULL,Natural,12/01/2018,Preñada,NULL,09/10/2018,NULL,0,0,0,0,1,0,0,0,1,0
1868,6169,2006,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,2,2,2,0,0,1,2,0,0,1
1869,7025,2007,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,30/07/2018,NULL,2,2,1,1,0,0,1,1,0,0
1870,7122,2007,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,27/07/2018,NULL,1,1,1,0,0,1,1,0,0,1
1871,7245,2007,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,14/07/2018,NULL,3,2,1,1,0,1,1,1,0,1
1872,8016,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,CUT,NULL,NULL,2,2,1,1,0,1,2,0,0,1
1873,8039,2008,Sin Tacto,NULL,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,1,1,1,0,1,2,1,0,1,2
1874,8046,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,20/07/2018,NULL,0,0,0,0,2,1,0,0,1,2
1875,8129,2008,Preñada,2,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,NULL,NULL,0,0,0,0,2,1,0,0,3,0
1876,8406,2008,Sin Tacto,NULL,NULL,NULL,NULL,Natural,14/01/2018,Preñada,NULL,11/10/2018,NULL,1,1,1,0,0,0,1,0,0,0
1877,8438,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,30/08/2018,NULL,0,0,0,0,2,1,0,0,2,1
1878,8448,2008,Vacia,1.5,NULL,04/10/2017,10/10/2017,Inseminacion,12/10/2017,Preñada,NULL,16/07/2018,NULL,2,2,1,1,0,2,1,1,0,2
